AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability
Senior (50+),40K-80K,Chequing Account,0.589
Senior (50+),40K-80K,Credit Card,0.839
Mid-Age (30–50),80K-120K,Mortgage,0.839
Mid-Age (30–50),40K-80K,Chequing Account,0.601
Young (<30),<40K,Credit Card,0.489
Mid-Age (30–50),80K-120K,Credit Card,0.761
Mid-Age (30–50),40K-80K,Credit Card,0.358
Senior (50+),80K-120K,Chequing Account,0.957
Senior (50+),40K-80K,Mortgage,0.574
Senior (50+),40K-80K,Credit Card,0.603
Mid-Age (30–50),40K-80K,Chequing Account,0.572
Senior (50+),120K–200K,Mortgage,0.965
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.862
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),80K-120K,Credit Card,0.939
Mid-Age (30–50),80K-120K,Credit Card,0.763
Senior (50+),40K-80K,Credit Card,0.639
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),<40K,Mortgage,0.622
Mid-Age (30–50),40K-80K,Mortgage,0.735
Mid-Age (30–50),120K–200K,Credit Card,0.854
Young (<30),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.616
Young (<30),<40K,Investment,0.418
Mid-Age (30–50),40K-80K,Mortgage,0.606
Young (<30),<40K,Chequing Account,0.431
Mid-Age (30–50),80K-120K,Mortgage,0.98
Young (<30),40K-80K,Mortgage,0.855
Mid-Age (30–50),40K-80K,Credit Card,0.321
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.943
Senior (50+),40K-80K,Mortgage,0.624
Mid-Age (30–50),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.83
Mid-Age (30–50),40K-80K,Credit Card,0.952
Senior (50+),<40K,Investment,0.283
Young (<30),40K-80K,Mortgage,0.594
Senior (50+),40K-80K,Credit Card,0.584
Young (<30),80K-120K,Credit Card,0.779
Mid-Age (30–50),<40K,Mortgage,0.726
Young (<30),80K-120K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.787
Young (<30),40K-80K,Investment,0.567
Young (<30),80K-120K,Chequing Account,0.654
Mid-Age (30–50),80K-120K,Mortgage,0.708
Young (<30),40K-80K,Chequing Account,0.493
Senior (50+),80K-120K,Chequing Account,0.834
Mid-Age (30–50),80K-120K,Chequing Account,0.66
Mid-Age (30–50),40K-80K,Chequing Account,0.533
Young (<30),80K-120K,Investment,1.0
Senior (50+),80K-120K,Chequing Account,0.74
Senior (50+),80K-120K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.971
Senior (50+),80K-120K,Mortgage,0.74
Senior (50+),80K-120K,Investment,0.699
Senior (50+),40K-80K,Investment,0.528
Young (<30),40K-80K,Chequing Account,0.687
Young (<30),40K-80K,Investment,0.414
Young (<30),40K-80K,Chequing Account,0.69
Senior (50+),80K-120K,Mortgage,0.694
Young (<30),40K-80K,Credit Card,1.0
Senior (50+),40K-80K,Chequing Account,0.664
Young (<30),<40K,Credit Card,0.666
Mid-Age (30–50),80K-120K,Credit Card,0.616
Senior (50+),80K-120K,Chequing Account,0.743
Mid-Age (30–50),40K-80K,Chequing Account,0.79
Young (<30),<40K,Mortgage,0.628
Senior (50+),40K-80K,Chequing Account,0.83
Mid-Age (30–50),<40K,Credit Card,0.341
Senior (50+),40K-80K,Mortgage,0.779
Mid-Age (30–50),40K-80K,Credit Card,0.664
Senior (50+),40K-80K,Investment,0.73
Young (<30),40K-80K,Mortgage,0.757
Mid-Age (30–50),40K-80K,Chequing Account,0.724
Mid-Age (30–50),40K-80K,Mortgage,0.877
Mid-Age (30–50),40K-80K,Chequing Account,0.446
Senior (50+),40K-80K,Chequing Account,0.479
Mid-Age (30–50),80K-120K,Credit Card,0.764
Senior (50+),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Investment,0.854
Mid-Age (30–50),80K-120K,Mortgage,0.796
Young (<30),40K-80K,Investment,0.616
Mid-Age (30–50),40K-80K,Chequing Account,0.668
Senior (50+),40K-80K,Credit Card,0.458
Young (<30),120K–200K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.45
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Investment,0.426
Senior (50+),120K–200K,Chequing Account,1.0
Senior (50+),80K-120K,Investment,0.906
Senior (50+),80K-120K,Investment,0.659
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),80K-120K,Credit Card,0.934
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Investment,0.76
Mid-Age (30–50),40K-80K,Credit Card,0.647
Senior (50+),40K-80K,Mortgage,0.795
Mid-Age (30–50),40K-80K,Investment,0.745
Senior (50+),40K-80K,Mortgage,0.644
Senior (50+),40K-80K,Credit Card,0.89
Mid-Age (30–50),40K-80K,Investment,0.708
Senior (50+),80K-120K,Investment,0.741
Mid-Age (30–50),40K-80K,Mortgage,0.859
Mid-Age (30–50),80K-120K,Investment,0.727
Young (<30),80K-120K,Mortgage,0.717
Young (<30),<40K,Chequing Account,0.758
Mid-Age (30–50),80K-120K,Investment,0.799
Mid-Age (30–50),80K-120K,Chequing Account,0.602
Mid-Age (30–50),40K-80K,Investment,0.647
Mid-Age (30–50),40K-80K,Credit Card,0.971
Senior (50+),40K-80K,Mortgage,0.749
Young (<30),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Investment,0.563
Senior (50+),40K-80K,Chequing Account,0.722
Mid-Age (30–50),40K-80K,Chequing Account,0.55
Mid-Age (30–50),80K-120K,Chequing Account,0.887
Mid-Age (30–50),80K-120K,Chequing Account,0.89
Mid-Age (30–50),40K-80K,Investment,0.771
Mid-Age (30–50),40K-80K,Credit Card,0.916
Young (<30),80K-120K,Chequing Account,0.941
Mid-Age (30–50),80K-120K,Chequing Account,0.965
Mid-Age (30–50),80K-120K,Credit Card,0.84
Young (<30),80K-120K,Mortgage,0.769
Mid-Age (30–50),80K-120K,Mortgage,0.629
Senior (50+),80K-120K,Credit Card,0.827
Mid-Age (30–50),40K-80K,Investment,0.689
Young (<30),<40K,Mortgage,0.54
Mid-Age (30–50),<40K,Chequing Account,0.725
Senior (50+),80K-120K,Credit Card,0.893
Young (<30),120K–200K,Mortgage,1.0
Senior (50+),80K-120K,Investment,1.0
Young (<30),40K-80K,Chequing Account,0.466
Mid-Age (30–50),40K-80K,Chequing Account,0.761
Senior (50+),40K-80K,Chequing Account,0.473
Young (<30),80K-120K,Credit Card,0.631
Senior (50+),40K-80K,Investment,1.0
Senior (50+),40K-80K,Credit Card,0.662
Senior (50+),40K-80K,Investment,0.794
Senior (50+),80K-120K,Chequing Account,0.802
Mid-Age (30–50),40K-80K,Investment,0.812
Young (<30),40K-80K,Chequing Account,0.581
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),<40K,Credit Card,0.728
Senior (50+),40K-80K,Mortgage,0.783
Mid-Age (30–50),80K-120K,Chequing Account,0.705
Senior (50+),80K-120K,Mortgage,0.711
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Chequing Account,0.831
Mid-Age (30–50),80K-120K,Investment,0.782
Senior (50+),80K-120K,Chequing Account,0.663
Mid-Age (30–50),40K-80K,Mortgage,0.568
Mid-Age (30–50),40K-80K,Credit Card,0.523
Mid-Age (30–50),40K-80K,Mortgage,0.484
Senior (50+),40K-80K,Mortgage,0.739
Mid-Age (30–50),80K-120K,Mortgage,0.632
Senior (50+),40K-80K,Credit Card,0.59
Young (<30),40K-80K,Mortgage,0.485
Senior (50+),80K-120K,Credit Card,0.743
Mid-Age (30–50),40K-80K,Credit Card,0.913
Senior (50+),40K-80K,Chequing Account,0.447
Mid-Age (30–50),40K-80K,Chequing Account,0.871
Senior (50+),40K-80K,Investment,0.579
Senior (50+),40K-80K,Mortgage,0.664
Senior (50+),40K-80K,Mortgage,0.578
Mid-Age (30–50),80K-120K,Chequing Account,0.856
Senior (50+),40K-80K,Credit Card,0.922
Young (<30),80K-120K,Chequing Account,0.762
Senior (50+),40K-80K,Credit Card,0.767
Senior (50+),120K–200K,Mortgage,0.773
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.662
Senior (50+),120K–200K,Credit Card,0.849
Young (<30),40K-80K,Credit Card,0.598
Mid-Age (30–50),40K-80K,Chequing Account,0.623
Young (<30),40K-80K,Credit Card,0.583
Senior (50+),40K-80K,Mortgage,0.912
Mid-Age (30–50),40K-80K,Investment,0.539
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Credit Card,0.651
Senior (50+),40K-80K,Credit Card,0.591
Senior (50+),40K-80K,Mortgage,0.644
Senior (50+),40K-80K,Chequing Account,0.667
Mid-Age (30–50),40K-80K,Credit Card,0.816
Mid-Age (30–50),<40K,Credit Card,0.523
Senior (50+),80K-120K,Credit Card,0.668
Mid-Age (30–50),40K-80K,Mortgage,0.7
Mid-Age (30–50),80K-120K,Chequing Account,0.885
Mid-Age (30–50),40K-80K,Chequing Account,0.716
Young (<30),40K-80K,Chequing Account,0.734
Young (<30),80K-120K,Credit Card,0.841
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.418
Senior (50+),40K-80K,Credit Card,0.342
Senior (50+),40K-80K,Mortgage,0.672
Mid-Age (30–50),40K-80K,Investment,0.848
Young (<30),40K-80K,Mortgage,0.856
Senior (50+),40K-80K,Credit Card,0.585
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Credit Card,0.792
Mid-Age (30–50),40K-80K,Credit Card,0.759
Young (<30),40K-80K,Credit Card,0.905
Mid-Age (30–50),80K-120K,Chequing Account,0.886
Mid-Age (30–50),40K-80K,Chequing Account,0.682
Mid-Age (30–50),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.428
Mid-Age (30–50),40K-80K,Chequing Account,0.64
Senior (50+),40K-80K,Chequing Account,0.68
Mid-Age (30–50),40K-80K,Credit Card,0.524
Young (<30),80K-120K,Credit Card,0.851
Mid-Age (30–50),40K-80K,Mortgage,0.629
Senior (50+),40K-80K,Mortgage,0.551
Senior (50+),<40K,Chequing Account,0.34
Mid-Age (30–50),40K-80K,Chequing Account,0.62
Mid-Age (30–50),40K-80K,Chequing Account,0.68
Mid-Age (30–50),80K-120K,Credit Card,0.994
Senior (50+),80K-120K,Credit Card,0.831
Mid-Age (30–50),80K-120K,Credit Card,0.937
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Chequing Account,0.754
Mid-Age (30–50),80K-120K,Investment,0.983
Senior (50+),80K-120K,Credit Card,0.659
Senior (50+),40K-80K,Investment,0.83
Senior (50+),80K-120K,Credit Card,0.862
Senior (50+),40K-80K,Credit Card,0.515
Senior (50+),40K-80K,Chequing Account,0.674
Mid-Age (30–50),80K-120K,Credit Card,0.745
Senior (50+),<40K,Investment,0.79
Senior (50+),40K-80K,Chequing Account,0.511
Senior (50+),120K–200K,Chequing Account,0.868
Mid-Age (30–50),<40K,Mortgage,0.638
Young (<30),80K-120K,Credit Card,0.598
Young (<30),40K-80K,Chequing Account,0.894
Young (<30),40K-80K,Mortgage,0.511
Mid-Age (30–50),40K-80K,Credit Card,0.635
Mid-Age (30–50),<40K,Mortgage,0.278
Senior (50+),40K-80K,Credit Card,0.629
Young (<30),80K-120K,Investment,0.782
Young (<30),80K-120K,Mortgage,0.703
Senior (50+),40K-80K,Credit Card,0.599
Mid-Age (30–50),40K-80K,Investment,0.504
Young (<30),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Mortgage,0.624
Senior (50+),40K-80K,Mortgage,0.744
Mid-Age (30–50),40K-80K,Mortgage,0.697
Senior (50+),40K-80K,Credit Card,0.689
Senior (50+),40K-80K,Credit Card,0.636
Senior (50+),40K-80K,Credit Card,0.881
Senior (50+),80K-120K,Credit Card,0.514
Mid-Age (30–50),120K–200K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Investment,0.377
Young (<30),40K-80K,Chequing Account,0.526
Mid-Age (30–50),40K-80K,Investment,0.613
Mid-Age (30–50),80K-120K,Chequing Account,0.852
Senior (50+),40K-80K,Credit Card,0.808
Senior (50+),40K-80K,Chequing Account,0.821
Mid-Age (30–50),40K-80K,Mortgage,0.925
Mid-Age (30–50),80K-120K,Mortgage,0.883
Senior (50+),80K-120K,Chequing Account,0.765
Young (<30),40K-80K,Credit Card,0.682
Mid-Age (30–50),40K-80K,Credit Card,0.522
Young (<30),80K-120K,Credit Card,0.961
Mid-Age (30–50),80K-120K,Chequing Account,0.935
Senior (50+),<40K,Chequing Account,0.419
Senior (50+),40K-80K,Credit Card,0.725
Mid-Age (30–50),40K-80K,Credit Card,0.69
Mid-Age (30–50),<40K,Credit Card,0.591
Senior (50+),40K-80K,Investment,0.722
Senior (50+),40K-80K,Chequing Account,0.668
Senior (50+),40K-80K,Chequing Account,0.813
Senior (50+),<40K,Credit Card,0.671
Senior (50+),80K-120K,Credit Card,0.899
Mid-Age (30–50),80K-120K,Investment,0.7
Senior (50+),40K-80K,Credit Card,0.539
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),<40K,Credit Card,0.422
Senior (50+),80K-120K,Mortgage,0.722
Senior (50+),80K-120K,Mortgage,0.697
Mid-Age (30–50),80K-120K,Mortgage,0.733
Mid-Age (30–50),40K-80K,Credit Card,0.72
Young (<30),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.972
Senior (50+),80K-120K,Credit Card,0.767
Senior (50+),40K-80K,Credit Card,0.689
Young (<30),40K-80K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.932
Mid-Age (30–50),80K-120K,Investment,1.0
Young (<30),80K-120K,Investment,0.956
Young (<30),40K-80K,Credit Card,0.566
Senior (50+),80K-120K,Mortgage,0.677
Mid-Age (30–50),40K-80K,Mortgage,0.62
Mid-Age (30–50),40K-80K,Mortgage,0.939
Senior (50+),80K-120K,Mortgage,0.602
Mid-Age (30–50),120K–200K,Investment,1.0
Young (<30),<40K,Investment,0.732
Mid-Age (30–50),40K-80K,Chequing Account,0.697
Mid-Age (30–50),40K-80K,Credit Card,0.644
Young (<30),80K-120K,Chequing Account,0.658
Mid-Age (30–50),80K-120K,Credit Card,0.563
Senior (50+),80K-120K,Chequing Account,0.529
Senior (50+),40K-80K,Credit Card,0.481
Mid-Age (30–50),40K-80K,Credit Card,0.607
Senior (50+),40K-80K,Investment,0.748
Young (<30),80K-120K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.97
Senior (50+),120K–200K,Mortgage,0.875
Senior (50+),40K-80K,Chequing Account,0.802
Young (<30),40K-80K,Credit Card,0.764
Young (<30),40K-80K,Chequing Account,0.8
Mid-Age (30–50),80K-120K,Mortgage,0.66
Mid-Age (30–50),80K-120K,Chequing Account,0.723
Young (<30),80K-120K,Chequing Account,0.821
Young (<30),40K-80K,Chequing Account,0.743
Young (<30),40K-80K,Credit Card,0.822
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.599
Mid-Age (30–50),40K-80K,Chequing Account,0.916
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Credit Card,0.767
Young (<30),40K-80K,Mortgage,0.748
Mid-Age (30–50),80K-120K,Investment,0.769
Senior (50+),<40K,Credit Card,0.319
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),<40K,Investment,0.766
Young (<30),40K-80K,Mortgage,0.492
Young (<30),40K-80K,Mortgage,0.734
Senior (50+),40K-80K,Chequing Account,0.824
Senior (50+),40K-80K,Credit Card,0.893
Mid-Age (30–50),40K-80K,Mortgage,0.836
Senior (50+),40K-80K,Chequing Account,0.447
Senior (50+),120K–200K,Chequing Account,1.0
Senior (50+),40K-80K,Investment,0.701
Young (<30),40K-80K,Chequing Account,0.656
Mid-Age (30–50),80K-120K,Mortgage,0.869
Young (<30),40K-80K,Credit Card,0.555
Senior (50+),40K-80K,Mortgage,0.681
Mid-Age (30–50),80K-120K,Chequing Account,0.994
Young (<30),40K-80K,Chequing Account,0.657
Mid-Age (30–50),40K-80K,Chequing Account,0.649
Senior (50+),40K-80K,Investment,0.587
Mid-Age (30–50),40K-80K,Mortgage,0.652
Senior (50+),120K–200K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.614
Senior (50+),<40K,Credit Card,0.67
Young (<30),40K-80K,Credit Card,0.914
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Senior (50+),80K-120K,Chequing Account,0.901
Senior (50+),40K-80K,Chequing Account,0.518
Senior (50+),<40K,Mortgage,0.446
Mid-Age (30–50),120K–200K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.738
Young (<30),40K-80K,Credit Card,0.43
Mid-Age (30–50),40K-80K,Chequing Account,0.891
Senior (50+),40K-80K,Credit Card,0.823
Senior (50+),80K-120K,Chequing Account,0.952
Senior (50+),80K-120K,Credit Card,0.784
Mid-Age (30–50),40K-80K,Investment,0.768
Senior (50+),<40K,Credit Card,0.382
Senior (50+),80K-120K,Mortgage,0.856
Mid-Age (30–50),40K-80K,Chequing Account,0.989
Mid-Age (30–50),120K–200K,Chequing Account,1.0
Young (<30),40K-80K,Mortgage,0.773
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),<40K,Mortgage,0.703
Senior (50+),40K-80K,Chequing Account,0.459
Senior (50+),40K-80K,Chequing Account,0.775
Young (<30),40K-80K,Mortgage,0.855
Senior (50+),80K-120K,Chequing Account,1.0
Young (<30),80K-120K,Mortgage,0.688
Senior (50+),80K-120K,Mortgage,0.867
Young (<30),40K-80K,Mortgage,0.802
Senior (50+),80K-120K,Credit Card,0.736
Senior (50+),40K-80K,Credit Card,0.952
Senior (50+),80K-120K,Investment,0.809
Young (<30),80K-120K,Chequing Account,0.536
Senior (50+),80K-120K,Mortgage,0.744
Senior (50+),40K-80K,Mortgage,0.713
Senior (50+),<40K,Chequing Account,0.362
Mid-Age (30–50),80K-120K,Chequing Account,0.74
Senior (50+),80K-120K,Chequing Account,0.74
Mid-Age (30–50),40K-80K,Credit Card,0.88
Senior (50+),<40K,Investment,0.718
Mid-Age (30–50),40K-80K,Credit Card,0.791
Mid-Age (30–50),<40K,Credit Card,0.299
Senior (50+),40K-80K,Mortgage,0.988
Young (<30),80K-120K,Chequing Account,0.92
Senior (50+),40K-80K,Mortgage,0.727
Young (<30),40K-80K,Investment,0.837
Senior (50+),80K-120K,Credit Card,0.756
Mid-Age (30–50),40K-80K,Mortgage,0.71
Senior (50+),40K-80K,Chequing Account,0.684
Senior (50+),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Mortgage,0.616
Senior (50+),80K-120K,Chequing Account,0.71
Young (<30),40K-80K,Credit Card,0.8
Senior (50+),40K-80K,Credit Card,0.645
Young (<30),<40K,Chequing Account,0.549
Mid-Age (30–50),<40K,Credit Card,0.568
Young (<30),40K-80K,Credit Card,0.849
Mid-Age (30–50),80K-120K,Chequing Account,0.921
Mid-Age (30–50),80K-120K,Chequing Account,0.63
Senior (50+),40K-80K,Chequing Account,0.955
Mid-Age (30–50),80K-120K,Mortgage,0.741
Senior (50+),40K-80K,Chequing Account,0.662
Young (<30),80K-120K,Mortgage,0.93
Senior (50+),40K-80K,Chequing Account,0.493
Young (<30),40K-80K,Credit Card,0.489
Senior (50+),40K-80K,Credit Card,0.42
Young (<30),40K-80K,Mortgage,0.497
Mid-Age (30–50),40K-80K,Chequing Account,0.402
Senior (50+),80K-120K,Mortgage,0.819
Senior (50+),40K-80K,Mortgage,0.609
Senior (50+),40K-80K,Investment,0.542
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Mortgage,0.488
Senior (50+),40K-80K,Mortgage,0.676
Senior (50+),40K-80K,Mortgage,0.721
Mid-Age (30–50),80K-120K,Credit Card,0.675
Young (<30),120K–200K,Credit Card,1.0
Young (<30),40K-80K,Mortgage,1.0
Senior (50+),40K-80K,Credit Card,0.525
Young (<30),40K-80K,Chequing Account,0.559
Mid-Age (30–50),40K-80K,Chequing Account,0.604
Young (<30),40K-80K,Mortgage,0.489
Mid-Age (30–50),80K-120K,Credit Card,0.888
Mid-Age (30–50),80K-120K,Mortgage,0.724
Mid-Age (30–50),80K-120K,Investment,0.837
Mid-Age (30–50),<40K,Investment,0.453
Young (<30),80K-120K,Chequing Account,0.911
Mid-Age (30–50),<40K,Chequing Account,0.75
Mid-Age (30–50),40K-80K,Mortgage,0.86
Mid-Age (30–50),40K-80K,Chequing Account,0.888
Young (<30),80K-120K,Credit Card,0.829
Mid-Age (30–50),40K-80K,Chequing Account,0.652
Mid-Age (30–50),40K-80K,Chequing Account,0.676
Mid-Age (30–50),40K-80K,Mortgage,0.599
Mid-Age (30–50),80K-120K,Mortgage,0.665
Young (<30),40K-80K,Chequing Account,0.763
Mid-Age (30–50),40K-80K,Credit Card,0.954
Mid-Age (30–50),40K-80K,Mortgage,0.843
Senior (50+),80K-120K,Credit Card,0.669
Senior (50+),40K-80K,Investment,0.484
Mid-Age (30–50),40K-80K,Credit Card,0.795
Young (<30),40K-80K,Credit Card,0.702
Senior (50+),40K-80K,Mortgage,0.563
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Chequing Account,0.534
Young (<30),<40K,Investment,0.22
Senior (50+),40K-80K,Mortgage,0.727
Mid-Age (30–50),40K-80K,Investment,0.552
Mid-Age (30–50),80K-120K,Investment,0.982
Mid-Age (30–50),80K-120K,Mortgage,0.605
Mid-Age (30–50),120K–200K,Credit Card,0.999
Mid-Age (30–50),80K-120K,Investment,0.628
Senior (50+),40K-80K,Mortgage,0.56
Young (<30),120K–200K,Investment,0.928
Mid-Age (30–50),40K-80K,Chequing Account,0.977
Mid-Age (30–50),40K-80K,Investment,0.681
Young (<30),40K-80K,Credit Card,0.488
Senior (50+),40K-80K,Chequing Account,0.74
Mid-Age (30–50),<40K,Mortgage,0.658
Senior (50+),80K-120K,Chequing Account,0.952
Mid-Age (30–50),80K-120K,Investment,0.821
Young (<30),80K-120K,Investment,0.72
Young (<30),40K-80K,Mortgage,0.559
Senior (50+),40K-80K,Chequing Account,0.503
Young (<30),40K-80K,Credit Card,0.833
Young (<30),40K-80K,Credit Card,0.909
Senior (50+),80K-120K,Mortgage,0.994
Senior (50+),40K-80K,Chequing Account,0.558
Young (<30),40K-80K,Investment,0.524
Mid-Age (30–50),80K-120K,Investment,1.0
Young (<30),40K-80K,Chequing Account,0.627
Senior (50+),80K-120K,Credit Card,0.935
Mid-Age (30–50),40K-80K,Chequing Account,0.715
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),80K-120K,Investment,0.777
Senior (50+),80K-120K,Chequing Account,0.74
Senior (50+),40K-80K,Investment,0.678
Senior (50+),80K-120K,Investment,1.0
Young (<30),40K-80K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.528
Mid-Age (30–50),40K-80K,Mortgage,0.604
