LeadID,LeadSource,Age,Gender,EmploymentStatus,Income,MaritalStatus,Province,InitialProductInterest,WebsiteVisits_PreConversion,TimeOnWebsite_Minutes,EmailOpenedCount,DaysSinceInquiry,CallCenterInquiries,BranchVisits,ReferrerCustomer,HasExistingProducts,FirstContactChannel,ConversionProbability,ConversionClass,ConvertedFlag,FirstProductTaken,FirstTransactionAmount,MonthlyRevenue,TenureMonths,CLTV
L11911,Partnership,49,Female,Unemployed,57918.66,Married,British Columbia,Credit Card,3,11.96,6,66,2,0,0,0,Email,0.511,Medium,1,Credit Card,8204,288.77,35,10106.95
L11912,Branch Walk-in,30,Female,Part-time,96498.19,Divorced,Quebec,Credit Card,1,24.61,1,28,2,0,0,0,Email,0.918,High,1,Credit Card,1022,108.83,22,2394.33
L11913,Online Ad,30,Female,Full-time,114263.58,Married,British Columbia,Credit Card,3,20.94,4,53,1,0,1,1,Email,0.744,High,1,Credit Card,5173,216.09,17,3673.55
L11914,Partnership,31,Female,Full-time,101149.11,Married,Quebec,Chequing Account,6,26.48,1,31,0,2,0,1,Branch,0.753,High,0,nan,0,0.0,0,0.0
L11915,Partnership,23,Female,Part-time,49706.69,Single,Ontario,Credit Card,3,6.44,0,18,2,1,0,0,Call,0.554,Medium,1,Credit Card,3572,167.79,32,5369.23
L11916,Partnership,33,Male,Full-time,95465.07,Married,Ontario,Mortgage,1,13.14,1,100,0,1,0,1,Call,0.895,High,1,Mortgage,7959,63.8,42,2679.51
L11917,Partnership,58,Female,Full-time,55590.12,Single,Ontario,Credit Card,2,13.35,3,33,2,3,0,0,Email,0.609,High,1,Credit Card,2753,80.52,18,1449.34
L11918,Partnership,69,Female,Part-time,21789.29,Married,Ontario,Credit Card,4,17.2,0,41,1,0,0,1,Website,0.377,Medium,0,nan,0,0.0,0,0.0
L11919,Online Ad,65,Female,Full-time,76239.69,Single,Alberta,Investment,3,12.63,8,99,1,0,0,0,Call,0.759,High,1,Investment,2522,256.14,30,7684.11
L11920,Social Media,38,Male,Full-time,104918.96,Married,Nova Scotia,Credit Card,4,14.98,4,44,0,0,1,0,Website,0.738,High,1,Credit Card,8287,34.45,43,1481.31
L11921,Social Media,61,Female,Unemployed,59447.03,Single,Ontario,Mortgage,5,11.75,9,39,2,0,0,1,Email,0.595,Medium,0,nan,0,0.0,0,0.0
L11922,Online Ad,33,Female,Full-time,60400.73,Single,Ontario,Mortgage,1,21.44,2,82,0,1,0,0,Branch,0.648,High,1,Mortgage,3478,228.21,35,7987.3
L11923,Online Ad,22,Female,Student,93554.61,Married,British Columbia,Credit Card,2,15.08,3,18,1,0,1,0,Website,0.738,High,1,Credit Card,8085,131.68,38,5003.82
L11924,Partnership,41,Male,,77110.73,Single,Quebec,Investment,3,16.65,6,101,0,0,1,0,Branch,0.629,High,0,nan,0,0.0,0,0.0
L11925,Referral,60,Male,Full-time,71731.62,Married,British Columbia,Credit Card,3,20.41,5,108,1,0,0,0,Website,0.899,High,1,Credit Card,8656,179.3,22,3944.61
L11926,Partnership,18,Female,Full-time,57001.96,Married,Ontario,Investment,1,9.67,8,57,0,0,1,1,Email,0.526,Medium,0,nan,0,0.0,0,0.0
L11927,Online Ad,27,Male,Part-time,96810.48,Single,Ontario,Chequing Account,3,18.5,5,34,1,0,0,0,Website,0.691,High,1,Chequing Account,3955,191.73,56,10737.08
L11928,Online Ad,60,Male,Full-time,68526.85,Divorced,Quebec,Credit Card,5,19.47,4,44,1,2,0,0,Call,0.616,High,1,Credit Card,1081,38.57,44,1697.18
L11929,Branch Walk-in,64,Female,Full-time,63886.67,Married,Ontario,Mortgage,3,10.46,9,85,1,0,0,0,Email,0.954,High,1,Mortgage,7422,295.78,42,12422.89
L11930,Online Ad,52,Male,Student,83467.08,Married,Quebec,Chequing Account,2,9.2,1,99,0,0,1,0,Website,0.539,Medium,0,nan,0,0.0,0,0.0
L11931,Branch Walk-in,48,Male,Full-time,43658.1,Married,Quebec,Chequing Account,3,16.26,3,64,1,0,1,1,Website,0.713,High,1,Chequing Account,7981,64.87,44,2854.35
L11932,Branch Walk-in,32,Female,Full-time,,Married,Alberta,Mortgage,4,17.85,1,50,2,1,1,1,Call,1.0,High,1,Mortgage,7223,154.66,16,2474.61
L11933,Online Ad,28,Male,Full-time,82390.29,Married,British Columbia,Investment,2,17.08,7,112,1,0,1,0,Website,0.839,High,1,Investment,2536,286.45,46,13176.91
L11934,Online Ad,26,Male,Unemployed,88367.06,Single,Ontario,Investment,1,8.42,8,100,0,3,0,0,Call,0.77,High,1,Investment,4448,260.57,52,13549.75
L11935,Referral,19,Female,Student,83914.25,Widowed,Quebec,Credit Card,3,10.75,7,85,3,0,1,0,Website,0.846,High,1,Credit Card,5348,173.48,31,5377.82
L11936,Online Ad,61,Male,Part-time,46810.86,Married,Manitoba,Chequing Account,4,1.31,3,37,1,0,1,1,Website,0.451,Medium,0,nan,0,0.0,0,0.0
L11937,Social Media,69,Male,Part-time,33181.96,Divorced,Ontario,Chequing Account,3,4.26,2,31,1,1,0,0,Branch,0.358,Medium,1,Chequing Account,7332,92.13,37,3408.94
L11938,Referral,47,Male,Part-time,69730.3,Single,British Columbia,Credit Card,3,27.78,2,83,3,0,1,0,Website,0.828,High,1,Credit Card,8620,95.72,23,2201.48
L11939,Online Ad,33,Male,Full-time,41124.89,Single,Ontario,Credit Card,4,9.81,9,8,2,1,1,1,Email,0.602,High,1,Credit Card,2180,232.09,38,8819.61
L11940,Branch Walk-in,65,Female,Student,126592.85,Married,Quebec,Mortgage,3,18.47,0,19,2,0,0,0,Email,1.0,High,1,Mortgage,2321,160.15,15,2402.31
L11941,Online Ad,18,Female,Student,31093.41,Married,Nova Scotia,Credit Card,3,23.65,6,23,1,0,0,0,Email,0.328,Low,1,Credit Card,6336,83.53,34,2839.89
L11942,Online Ad,65,Male,Part-time,88078.93,Married,Quebec,Credit Card,1,0.0,9,14,1,1,0,0,Branch,0.545,Medium,1,Credit Card,6706,188.03,22,4136.56
L11943,Online Ad,23,Male,Full-time,61613.29,Married,British Columbia,Investment,4,13.5,4,53,0,2,0,1,Website,0.628,High,1,Investment,5611,285.7,27,7713.91
L11944,Partnership,63,Male,Full-time,116092.84,Single,Quebec,Credit Card,2,6.55,8,1,2,1,0,0,Email,0.818,High,1,Credit Card,8405,280.71,2,561.43
L11945,Partnership,28,Male,Full-time,85468.84,Married,Manitoba,Chequing Account,0,4.1,9,26,2,0,0,0,Email,0.642,High,1,Chequing Account,9157,207.23,9,1865.06
L11946,Social Media,50,Female,Student,105326.78,Single,Ontario,Credit Card,3,11.38,9,33,1,2,1,0,Website,0.78,High,0,nan,0,0.0,0,0.0
L11947,Referral,69,Female,Part-time,56276.39,Married,Ontario,Investment,0,1.99,6,63,0,0,0,0,Call,0.762,High,1,Investment,9634,237.41,35,8309.51
L11948,Referral,34,Male,Self-employed,44825.5,Single,Alberta,Credit Card,4,16.45,0,59,2,1,1,1,Call,0.756,High,1,Credit Card,875,158.49,18,2852.88
L11949,Branch Walk-in,68,Male,Self-employed,52452.01,Single,,Mortgage,2,3.93,5,11,1,0,0,0,Email,0.824,High,1,Mortgage,3502,216.43,56,12119.83
L11950,Social Media,51,Male,Student,40805.58,Single,Alberta,Investment,2,22.61,1,86,0,0,1,1,Website,0.45,Medium,1,Investment,8651,274.12,45,12335.28
L11951,Partnership,63,Female,Full-time,72607.69,Single,Manitoba,Chequing Account,5,4.35,0,43,0,1,0,0,Call,0.621,High,1,Chequing Account,3079,214.79,24,5154.92
L11952,Online Ad,57,Male,Full-time,42788.77,Single,British Columbia,Credit Card,1,17.6,2,4,4,0,0,1,Email,0.519,Medium,0,nan,0,0.0,0,0.0
L11953,Online Ad,42,Male,Full-time,71444.32,Divorced,Alberta,Credit Card,6,6.95,4,66,2,0,0,0,Email,0.653,High,1,Credit Card,5389,21.62,56,1210.62
L11954,Branch Walk-in,39,Female,Full-time,64455.64,Married,Ontario,Credit Card,5,24.65,8,119,0,0,0,0,Website,0.943,High,1,Credit Card,4268,258.08,24,6193.89
L11955,Social Media,43,Female,Self-employed,112377.36,Single,Ontario,Chequing Account,0,20.86,5,3,2,0,0,0,Call,0.85,High,1,Chequing Account,608,122.3,13,1589.91
L11956,Social Media,44,Male,Part-time,64652.59,Single,Nova Scotia,Chequing Account,2,8.88,2,87,0,0,0,0,Website,0.47,Medium,0,nan,0,0.0,0,0.0
L11957,Branch Walk-in,55,Male,Full-time,84375.55,Single,Manitoba,Credit Card,5,6.03,3,27,1,0,0,0,Call,0.895,High,1,Credit Card,2684,39.15,29,1135.37
L11958,Partnership,26,Male,Full-time,87449.97,Married,Alberta,Investment,4,18.03,0,11,0,0,0,1,Call,0.811,High,1,Investment,4874,150.88,41,6186.2
L11959,Branch Walk-in,54,Male,Part-time,80964.26,Widowed,Ontario,Chequing Account,1,4.75,9,9,1,1,0,1,Website,0.934,High,1,Chequing Account,3212,88.11,4,352.45
L11960,Partnership,22,Female,Full-time,59597.33,Married,Ontario,Chequing Account,3,12.97,3,118,0,1,0,1,Call,0.696,High,1,Chequing Account,6025,110.34,14,1544.82
L11961,Partnership,35,Female,Full-time,77406.95,Widowed,Quebec,Chequing Account,3,15.95,7,80,1,0,0,0,Email,0.691,High,1,Chequing Account,6333,247.53,48,11881.39
L11962,Social Media,39,Female,Unemployed,104341.12,Single,,Chequing Account,2,24.55,2,46,0,0,0,0,Call,0.712,High,1,Chequing Account,6927,135.35,22,2977.75
L11963,Referral,63,Male,Student,93896.23,Married,Quebec,Credit Card,5,8.55,8,14,0,1,0,0,Email,0.866,High,1,Credit Card,2964,186.85,17,3176.38
L11964,Online Ad,29,Female,Full-time,101973.23,Married,Ontario,Credit Card,3,11.81,6,66,0,2,0,0,Email,0.868,High,0,nan,0,0.0,0,0.0
L11965,Branch Walk-in,61,Female,Full-time,56919.04,Married,Ontario,Mortgage,7,7.73,4,48,1,0,1,1,Email,0.806,High,1,Mortgage,2741,180.13,30,5403.86
L11966,Branch Walk-in,39,Male,Part-time,107176.46,Single,Ontario,Chequing Account,5,15.41,5,36,0,0,0,0,Website,0.949,High,1,Chequing Account,8975,205.06,47,9637.7
L11967,Partnership,23,Female,Full-time,68034.48,Single,British Columbia,Chequing Account,0,23.75,6,30,2,0,0,0,Email,0.656,High,1,Chequing Account,6675,156.68,36,5640.44
L11968,Online Ad,53,Other,Full-time,102299.21,Single,Alberta,Mortgage,1,30.54,3,27,1,0,0,1,Call,0.884,High,1,Mortgage,4616,280.58,29,8136.77
L11969,Referral,44,Male,Part-time,107213.83,Married,Ontario,Credit Card,4,32.45,1,42,0,1,0,0,Email,0.991,High,1,Credit Card,5138,107.08,17,1820.38
L11970,Social Media,64,Male,Part-time,35676.97,Single,Alberta,Credit Card,3,10.34,8,38,0,1,0,0,Branch,0.344,Low,0,nan,0,0.0,0,0.0
L11971,Online Ad,32,Male,Self-employed,78432.86,Divorced,Ontario,Mortgage,5,11.97,0,119,3,0,1,0,Email,0.662,High,1,Mortgage,9567,240.38,7,1682.67
L11972,Referral,34,Male,Part-time,46878.52,Married,Alberta,Chequing Account,3,3.64,0,6,2,0,0,1,Call,0.667,High,0,nan,0,0.0,0,0.0
L11973,Referral,20,Female,Unemployed,68366.53,Married,Manitoba,Credit Card,3,6.91,8,76,2,0,0,0,Email,0.737,High,1,Credit Card,7024,246.52,1,246.52
L11974,Branch Walk-in,27,Female,Self-employed,104866.39,Single,Ontario,Credit Card,3,10.74,8,5,2,0,1,0,Email,0.973,High,1,Credit Card,2851,34.27,2,68.54
L11975,Online Ad,42,Female,Full-time,43521.9,Single,Alberta,Credit Card,4,12.43,2,32,0,1,0,0,Email,0.593,Medium,1,Credit Card,6687,197.66,25,4941.42
L11976,Partnership,38,Female,Full-time,76687.56,Married,Ontario,Chequing Account,2,13.79,4,79,0,1,0,0,Website,0.82,High,0,nan,0,0.0,0,0.0
L11977,Referral,57,Other,Full-time,85684.62,Single,Ontario,Mortgage,5,31.83,4,62,3,0,0,1,Website,1.0,High,1,Mortgage,7596,192.16,56,10761.19
L11978,Partnership,26,Male,Part-time,115870.36,Single,Alberta,Mortgage,3,1.09,5,46,1,1,0,1,Email,0.842,High,1,Mortgage,524,190.62,11,2096.78
L11979,Branch Walk-in,41,Female,Unemployed,37502.44,Single,Ontario,Mortgage,1,18.28,0,83,0,0,1,0,Branch,0.733,High,1,Mortgage,8646,264.63,53,14025.27
L11980,Referral,49,Male,Student,82091.53,Married,Quebec,Credit Card,6,25.96,6,79,0,0,0,0,Email,0.834,High,1,Credit Card,7621,291.0,40,11639.82
L11981,Online Ad,20,Male,Full-time,69058.24,Single,Ontario,Investment,5,8.96,4,52,0,2,1,1,Website,0.675,High,1,Investment,6426,64.03,4,256.11
L11982,Online Ad,50,Female,Student,90936.51,Single,Quebec,Credit Card,2,18.04,2,33,1,2,0,1,Website,0.641,High,0,nan,0,0.0,0,0.0
L11983,Branch Walk-in,60,Female,,72428.66,Married,Manitoba,Chequing Account,5,14.73,7,81,2,0,0,1,Email,0.762,High,1,Chequing Account,777,194.32,36,6995.49
L11984,Online Ad,62,Male,Full-time,82491.96,Married,Alberta,Mortgage,2,18.6,1,76,0,0,0,1,Website,0.77,High,1,Mortgage,3737,195.73,35,6850.51
L11985,Referral,29,Male,Full-time,78328.43,Single,Ontario,Chequing Account,5,8.64,4,37,0,0,0,0,Website,0.928,High,1,Chequing Account,1478,275.92,2,551.84
L11986,Branch Walk-in,46,Female,Full-time,97768.44,Single,Ontario,Investment,2,25.66,5,35,0,1,0,1,Email,1.0,High,1,Investment,728,141.94,33,4683.89
L11987,Referral,38,Female,Student,100731.4,Married,Manitoba,Credit Card,5,20.34,8,104,1,0,0,0,Email,0.888,High,1,Credit Card,2278,194.41,6,1166.45
L11988,Online Ad,56,Female,,61279.91,Single,Ontario,Credit Card,2,19.5,8,83,0,0,0,0,Website,0.598,Medium,1,Credit Card,6530,26.96,46,1240.38
L11989,Social Media,51,Male,Part-time,36304.85,Single,Nova Scotia,Credit Card,1,15.7,4,113,1,0,1,1,Email,0.357,Medium,0,nan,0,0.0,0,0.0
L11990,Partnership,50,Male,Unemployed,84941.18,Married,Quebec,Investment,4,23.23,1,12,2,0,0,0,Branch,0.633,High,0,nan,0,0.0,0,0.0
L11991,Online Ad,49,Male,Student,65072.36,Married,Quebec,Chequing Account,4,25.66,5,73,1,1,0,0,Branch,0.436,Medium,1,Chequing Account,4042,144.0,29,4176.14
L11992,Online Ad,37,Female,Student,61550.04,Married,Quebec,Credit Card,1,11.61,6,21,2,0,1,0,Branch,0.439,Medium,0,nan,0,0.0,0,0.0
L11993,Partnership,20,Male,Part-time,88705.43,Married,British Columbia,Chequing Account,5,11.22,8,96,2,0,0,0,Branch,0.703,High,1,Chequing Account,2100,230.98,42,9701.13
L11994,Online Ad,21,Male,Full-time,151118.27,Single,Quebec,Credit Card,4,5.28,6,29,0,0,0,1,Email,1.0,High,1,Credit Card,8294,58.07,51,2961.75
L11995,Partnership,34,Female,Self-employed,56834.93,Single,Alberta,Chequing Account,4,8.66,4,26,0,0,0,1,Call,0.531,Medium,0,nan,0,0.0,0,0.0
L11996,Online Ad,67,Female,Full-time,62811.9,Single,British Columbia,Credit Card,2,17.77,6,77,2,1,1,0,Website,0.643,High,1,Credit Card,1909,219.27,32,7016.74
L11997,Partnership,34,Female,Unemployed,50126.54,Single,Quebec,Chequing Account,4,16.34,3,116,0,0,1,1,Branch,0.452,Medium,1,Chequing Account,2854,61.52,54,3322.25
L11998,Referral,36,Female,Unemployed,64108.01,Married,Ontario,Credit Card,1,12.59,4,118,1,0,0,0,Email,0.718,High,0,nan,0,0.0,0,0.0
L11999,Partnership,21,Female,Self-employed,15000.0,Married,British Columbia,Credit Card,2,0.33,5,72,2,0,0,1,Website,0.338,Low,0,nan,0,0.0,0,0.0
L12000,Referral,46,Male,Full-time,81569.99,Married,Quebec,Mortgage,8,8.61,1,75,0,0,0,1,Branch,0.949,High,1,Mortgage,6205,52.54,11,577.92
L12001,Branch Walk-in,34,Female,Self-employed,33611.32,Married,Manitoba,Credit Card,3,17.98,1,57,1,3,1,0,Website,0.596,Medium,0,nan,0,0.0,0,0.0
L12002,Online Ad,39,Male,Full-time,66130.76,Divorced,British Columbia,Credit Card,5,15.22,0,52,1,0,0,0,Email,0.646,High,0,nan,0,0.0,0,0.0
L12003,Online Ad,19,Male,Part-time,79458.27,Divorced,Manitoba,Mortgage,7,4.89,5,50,0,1,1,0,Website,0.55,Medium,0,nan,0,0.0,0,0.0
L12004,Social Media,59,Female,Student,53981.27,Single,Ontario,Mortgage,1,12.07,2,101,1,1,0,1,Email,0.538,Medium,0,nan,0,0.0,0,0.0
L12005,Branch Walk-in,29,Male,Full-time,106920.7,Single,Ontario,Mortgage,5,5.49,1,48,0,0,0,1,Website,1.0,High,1,Mortgage,1008,246.99,58,14325.57
L12006,Partnership,62,Male,Full-time,70575.08,Married,Quebec,Investment,4,23.56,9,2,0,1,1,1,Branch,0.613,High,0,nan,0,0.0,0,0.0
L12007,Referral,28,Female,,54978.09,Widowed,Ontario,Credit Card,3,21.44,2,86,0,0,0,0,Call,0.743,High,1,Credit Card,4779,78.67,34,2674.87
L12008,Partnership,57,Other,Self-employed,74095.42,Single,Alberta,Mortgage,0,27.27,3,21,2,1,0,1,Email,0.565,Medium,1,Mortgage,6314,163.65,14,2291.09
L12009,Referral,46,Female,Student,124705.53,Single,Manitoba,Chequing Account,3,16.13,6,23,1,0,1,1,Email,1.0,High,1,Chequing Account,4737,244.14,21,5126.93
L12010,Partnership,37,Male,Unemployed,61162.77,Married,Ontario,Mortgage,0,15.52,9,88,0,0,0,0,Call,0.544,Medium,0,nan,0,0.0,0,0.0
L12011,Partnership,22,Male,Full-time,37384.49,Single,Manitoba,Investment,3,16.85,4,83,1,0,0,1,Website,0.464,Medium,1,Investment,7497,226.56,49,11101.29
L12012,Referral,42,Male,Part-time,77200.64,Single,British Columbia,Credit Card,7,17.46,2,94,0,0,1,1,Email,0.774,High,1,Credit Card,1478,257.46,16,4119.42
L12013,Partnership,51,Male,Self-employed,80563.49,Married,British Columbia,Chequing Account,4,29.59,3,104,1,0,0,0,Call,0.669,High,1,Chequing Account,5991,196.47,23,4518.75
L12014,Social Media,29,Male,Student,89266.22,Single,Ontario,Credit Card,0,19.44,3,45,0,2,1,0,Call,0.705,High,1,Credit Card,3899,261.57,33,8631.81
L12015,Online Ad,45,Female,Student,19373.91,Married,Quebec,Credit Card,4,27.17,2,51,0,0,1,0,Email,0.219,Low,0,nan,0,0.0,0,0.0
L12016,Branch Walk-in,51,Female,Full-time,133737.72,Married,Alberta,Mortgage,2,2.11,9,93,2,0,0,1,Branch,1.0,High,1,Mortgage,5590,185.74,14,2600.29
L12017,Online Ad,23,Female,Unemployed,56961.0,Married,Alberta,Chequing Account,8,3.09,3,94,1,1,0,0,Website,0.615,High,1,Chequing Account,8431,211.24,4,844.94
L12018,Social Media,36,Female,Unemployed,132315.04,Married,Alberta,Investment,1,28.06,3,0,1,0,0,0,Branch,0.972,High,1,Investment,8754,76.38,2,152.76
L12019,Online Ad,29,Male,Part-time,52324.61,Divorced,British Columbia,Credit Card,2,18.05,6,17,3,0,0,0,Call,0.6,High,1,Credit Card,9170,257.46,49,12615.71
L12020,Online Ad,42,Male,Full-time,36011.89,Married,Quebec,Mortgage,1,21.74,4,83,0,1,0,0,Call,0.431,Medium,0,nan,0,0.0,0,0.0
L12021,Referral,30,Female,Unemployed,89976.85,Married,Quebec,Chequing Account,2,26.17,9,82,0,0,0,0,Branch,0.852,High,1,Chequing Account,9151,135.74,47,6379.83
L12022,Branch Walk-in,34,Female,Part-time,57371.37,Single,Ontario,Credit Card,3,32.09,6,29,2,1,0,1,Email,0.818,High,1,Credit Card,4658,235.33,6,1411.98
L12023,Partnership,29,Other,Unemployed,90491.34,Single,Manitoba,Chequing Account,3,19.72,9,14,3,0,1,0,Email,0.674,High,0,nan,0,0.0,0,0.0
L12024,Partnership,20,Other,Part-time,95229.14,Married,Alberta,Credit Card,1,8.57,9,32,0,1,1,0,Call,0.757,High,0,nan,0,0.0,0,0.0
L12025,Referral,41,Other,Part-time,38111.79,Single,Quebec,Chequing Account,1,14.95,9,75,1,1,0,0,Email,0.555,Medium,0,nan,0,0.0,0,0.0
L12026,Online Ad,25,Female,Student,70241.39,Married,Ontario,Chequing Account,1,15.09,3,9,0,0,0,0,Call,0.607,High,0,nan,0,0.0,0,0.0
L12027,Social Media,65,Female,Full-time,89564.6,Married,Ontario,Credit Card,4,22.96,9,93,1,0,1,0,Call,0.813,High,1,Credit Card,221,110.25,3,330.76
L12028,Branch Walk-in,53,Male,Full-time,107288.62,Single,British Columbia,Chequing Account,4,9.37,6,26,2,1,0,1,Website,1.0,High,1,Chequing Account,1881,178.07,5,890.36
L12029,Referral,43,Female,Student,53895.19,Married,Alberta,Investment,3,17.57,7,84,2,0,0,1,Email,0.803,High,1,Investment,7139,56.26,41,2306.81
L12030,Referral,62,Female,Self-employed,60497.5,Widowed,Manitoba,Credit Card,0,15.15,8,26,0,2,0,1,Email,0.638,High,1,Credit Card,1460,160.13,58,9287.72
L12031,Branch Walk-in,25,Female,Full-time,81861.13,Married,Alberta,Mortgage,4,9.87,9,41,1,1,1,1,Email,1.0,High,1,Mortgage,2248,121.95,16,1951.27
L12032,Referral,49,Male,Unemployed,53409.21,Single,British Columbia,Credit Card,5,0.65,3,58,1,2,0,1,Email,0.769,High,1,Credit Card,884,157.51,10,1575.12
L12033,Social Media,49,Female,Part-time,63917.87,Married,Manitoba,Chequing Account,2,20.74,7,64,1,1,0,1,Call,0.478,Medium,1,Chequing Account,4787,71.29,46,3279.2
L12034,Branch Walk-in,18,Female,Self-employed,46540.66,Single,Quebec,Credit Card,4,25.8,2,55,0,2,1,0,Email,0.634,High,0,nan,0,0.0,0,0.0
L12035,Partnership,20,Male,Student,60789.32,Single,Alberta,Credit Card,2,15.25,4,107,1,0,1,0,Call,0.568,Medium,1,Credit Card,2664,267.57,7,1873.01
L12036,Branch Walk-in,18,Male,Unemployed,96621.39,Married,,Credit Card,2,0.28,5,31,0,0,0,0,Email,0.976,High,1,Credit Card,1303,92.73,32,2967.42
L12037,Online Ad,32,Female,Student,97747.99,Single,Quebec,Credit Card,0,22.67,1,14,1,1,1,0,Email,0.627,High,0,nan,0,0.0,0,0.0
L12038,Partnership,67,Male,Unemployed,50475.06,Single,British Columbia,Credit Card,4,4.53,8,88,4,0,0,0,Call,0.481,Medium,0,nan,0,0.0,0,0.0
L12039,Branch Walk-in,37,Male,Part-time,142599.91,Single,Ontario,Investment,5,21.02,1,51,1,1,0,0,Website,1.0,High,1,Investment,5274,59.65,32,1908.73
L12040,Online Ad,20,Male,Part-time,97446.95,Divorced,Ontario,Credit Card,4,14.03,9,119,3,0,0,1,Email,0.75,High,0,nan,0,0.0,0,0.0
L12041,Branch Walk-in,32,Male,Unemployed,65179.95,Married,Ontario,Chequing Account,2,30.73,5,48,3,0,0,1,Call,0.872,High,1,Chequing Account,3531,195.76,9,1761.8
L12042,Referral,54,Female,Full-time,57990.97,Married,Ontario,Mortgage,3,23.17,1,60,0,1,0,0,Website,0.932,High,1,Mortgage,5617,245.1,5,1225.52
L12043,Social Media,38,Male,,82579.25,Single,Quebec,Credit Card,3,16.63,1,52,2,0,0,0,Website,0.467,Medium,0,nan,0,0.0,0,0.0
L12044,Branch Walk-in,59,Male,Unemployed,72894.08,Married,Ontario,Chequing Account,3,19.13,1,99,0,1,0,0,Email,0.848,High,1,Chequing Account,5656,273.51,43,11761.0
L12045,Social Media,56,Female,Full-time,59641.7,Married,Ontario,Mortgage,3,11.38,3,79,1,0,1,1,Email,0.661,High,0,nan,0,0.0,0,0.0
L12046,Online Ad,40,Female,Self-employed,52638.94,Divorced,Ontario,Mortgage,4,2.11,9,107,1,0,1,0,Branch,0.56,Medium,0,nan,0,0.0,0,0.0
L12047,Referral,57,Female,Student,63597.02,Single,Nova Scotia,Chequing Account,1,0.47,8,68,0,1,0,1,Website,0.753,High,1,Chequing Account,8374,181.22,26,4711.8
L12048,Partnership,52,Male,Student,101457.13,Single,Quebec,Credit Card,4,14.1,9,67,0,0,0,0,Website,0.627,High,1,Credit Card,7332,81.53,58,4728.97
L12049,Social Media,35,Female,Student,100587.43,Divorced,Ontario,Mortgage,0,1.49,9,114,1,1,0,0,Email,0.804,High,1,Mortgage,9871,48.91,40,1956.3
L12050,Online Ad,34,Female,Full-time,120118.51,Married,Manitoba,Credit Card,2,17.4,4,30,2,1,1,0,Email,0.972,High,1,Credit Card,3091,163.27,52,8490.17
L12051,Referral,48,Male,Part-time,98431.56,Single,Ontario,Mortgage,4,13.5,3,89,0,1,0,0,Email,1.0,High,1,Mortgage,9438,146.14,47,6868.61
L12052,Referral,65,Female,Unemployed,88498.33,Married,Ontario,Mortgage,2,2.47,0,21,1,0,1,1,Email,0.848,High,1,Mortgage,8133,27.07,31,839.32
L12053,Branch Walk-in,43,Female,Full-time,92854.56,Single,Nova Scotia,Mortgage,4,8.96,0,56,1,0,0,0,Call,1.0,High,1,Mortgage,3684,205.41,24,4929.95
L12054,Social Media,39,Female,Part-time,65416.83,Married,Quebec,Credit Card,3,23.26,5,60,3,1,1,0,Call,0.508,Medium,0,nan,0,0.0,0,0.0
L12055,Social Media,62,Other,Full-time,82739.96,Single,Quebec,Mortgage,3,23.43,5,111,0,0,1,1,Email,0.732,High,1,Mortgage,446,52.6,31,1630.72
L12056,Branch Walk-in,53,Female,Self-employed,76058.33,Single,Ontario,Investment,2,20.62,2,56,0,0,0,1,Email,0.882,High,1,Investment,3173,225.59,54,12181.71
L12057,Social Media,52,Female,Full-time,69493.42,Widowed,Quebec,Credit Card,4,9.47,9,15,0,2,1,0,Email,0.632,High,0,nan,0,0.0,0,0.0
L12058,Referral,28,Male,Full-time,55511.96,Single,Alberta,Mortgage,3,9.76,1,80,2,0,0,0,Email,0.938,High,1,Mortgage,4462,131.01,12,1572.12
L12059,Online Ad,44,Female,Self-employed,70589.46,Single,Manitoba,Investment,4,13.78,9,31,1,0,1,1,Call,0.479,Medium,1,Investment,938,126.88,29,3679.61
L12060,Branch Walk-in,51,Female,Part-time,72216.74,Single,Alberta,Chequing Account,3,2.04,2,92,0,0,0,0,Website,0.894,High,1,Chequing Account,8883,193.38,53,10249.01
L12061,Partnership,35,Female,Full-time,65507.01,Single,Ontario,Credit Card,0,4.13,1,95,1,0,0,0,Website,0.549,Medium,0,nan,0,0.0,0,0.0
